time,pos_x,pos_y,vel_x,vel_y
2995.000000,-4540276.356768,-3947795.843354,5218.677006,-6482.034638
2996.000000,-4535049.370560,-3954270.653093,5226.986208,-6474.809740
2997.000000,-4529814.085998,-3960738.227203,5235.284562,-6467.574110
2998.000000,-4524570.513943,-3967198.554970,5243.572055,-6460.327766
2999.000000,-4519318.665272,-3973651.625697,5251.848671,-6453.070728
3000.000000,-4514058.550873,-3980097.428710,5260.114399,-6445.803013
3001.000000,-4508790.181651,-3986535.953350,5268.369223,-6438.524639
3002.000000,-4503513.568521,-3992967.188976,5276.613129,-6431.235626
3003.000000,-4498228.722417,-3999391.124968,5284.846105,-6423.935992
3004.000000,-4492935.654281,-4005807.750724,5293.068136,-6416.625755
3005.000000,-4487634.375073,-4012217.055658,5301.279208,-6409.304935
3006.000000,-4482324.895764,-4018619.029206,5309.479308,-6401.973548
3007.000000,-4477007.227341,-4025013.660821,5317.668423,-6394.631614
3008.000000,-4471681.380803,-4031400.939973,5325.846538,-6387.279152
3009.000000,-4466347.367162,-4037780.856154,5334.013641,-6379.916180
3010.000000,-4461005.197446,-4044153.398871,5342.169717,-6372.542717
3011.000000,-4455654.882693,-4050518.557652,5350.314753,-6365.158782
3012.000000,-4450296.433957,-4056876.322044,5358.448736,-6357.764392
3013.000000,-4444929.862305,-4063226.681611,5366.571652,-6350.359567
3014.000000,-4439555.178817,-4069569.625936,5374.683488,-6342.944325
3015.000000,-4434172.394586,-4075905.144622,5382.784231,-6335.518686
3016.000000,-4428781.520719,-4082233.227289,5390.873867,-6328.082667
3017.000000,-4423382.568336,-4088553.863576,5398.952383,-6320.636288
3018.000000,-4417975.548570,-4094867.043143,5407.019766,-6313.179566
3019.000000,-4412560.472568,-4101172.755665,5415.076003,-6305.712522
3020.000000,-4407137.351488,-4107470.990839,5423.121080,-6298.235174
3021.000000,-4401706.196503,-4113761.738380,5431.154984,-6290.747541
3022.000000,-4396267.018800,-4120044.988020,5439.177703,-6283.249640
3023.000000,-4390819.829576,-4126320.729513,5447.189224,-6275.741492
3024.000000,-4385364.640044,-4132588.952628,5455.189532,-6268.223115
3025.000000,-4379901.461428,-4138849.647156,5463.178616,-6260.694528
3026.000000,-4374430.304966,-4145102.802905,5471.156462,-6253.155750
3027.000000,-4368951.181908,-4151348.409704,5479.123058,-6245.606799
3028.000000,-4363464.103517,-4157586.457399,5487.078391,-6238.047695
3029.000000,-4357969.081070,-4163816.935855,5495.022447,-6230.478456
3030.000000,-4352466.125855,-4170039.834956,5502.955215,-6222.899101
3031.000000,-4346955.249174,-4176255.144607,5510.876681,-6215.309650
3032.000000,-4341436.462341,-4182462.854728,5518.786833,-6207.710122
3033.000000,-4335909.776684,-4188662.955262,5526.685657,-6200.100534
3034.000000,-4330375.203541,-4194855.436169,5534.573143,-6192.480907
3035.000000,-4324832.754266,-4201040.287427,5542.449275,-6184.851258
3036.000000,-4319282.440222,-4207217.499036,5550.314044,-6177.211609
3037.000000,-4313724.272787,-4213387.061011,5558.167435,-6169.561976
3038.000000,-4308158.263352,-4219548.963391,5566.009436,-6161.902380
3039.000000,-4302584.423317,-4225703.196230,5573.840035,-6154.232839
3040.000000,-4297002.764097,-4231849.749602,5581.659219,-6146.553372
3041.000000,-4291413.297120,-4237988.613601,5589.466977,-6138.863999
3042.000000,-4285816.033825,-4244119.778340,5597.263295,-6131.164739
3043.000000,-4280210.985662,-4250243.233950,5605.048162,-6123.455610
3044.000000,-4274598.164097,-4256358.970582,5612.821565,-6115.736632
3045.000000,-4268977.580605,-4262466.978407,5620.583492,-6108.007825
3046.000000,-4263349.246674,-4268567.247612,5628.333931,-6100.269206
3047.000000,-4257713.173804,-4274659.768408,5636.072870,-6092.520796
3048.000000,-4252069.373509,-4280744.531021,5643.800296,-6084.762613
3049.000000,-4246417.857312,-4286821.525697,5651.516197,-6076.994677
3050.000000,-4240758.636749,-4292890.742703,5659.220562,-6069.217006
3051.000000,-4235091.723371,-4298952.172325,5666.913379,-6061.429621
3052.000000,-4229417.128736,-4305005.804865,5674.594635,-6053.632540
3053.000000,-4223734.864417,-4311051.630648,5682.264318,-6045.825783
3054.000000,-4218044.942000,-4317089.640017,5689.922418,-6038.009369
3055.000000,-4212347.373078,-4323119.823333,5697.568921,-6030.183316
3056.000000,-4206642.169262,-4329142.170978,5705.203817,-6022.347646
3057.000000,-4200929.342169,-4335156.673354,5712.827092,-6014.502375
3058.000000,-4195208.903433,-4341163.320879,5720.438737,-6006.647525
3059.000000,-4189480.864695,-4347162.103993,5728.038738,-5998.783114
3060.000000,-4183745.237611,-4353153.013155,5735.627084,-5990.909162
3061.000000,-4178002.033846,-4359136.038843,5743.203764,-5983.025688
3062.000000,-4172251.265080,-4365111.171554,5750.768766,-5975.132711
3063.000000,-4166492.943001,-4371078.401805,5758.322079,-5967.230251
3064.000000,-4160727.079310,-4377037.720132,5765.863691,-5959.318327
3065.000000,-4154953.685720,-4382989.117090,5773.393590,-5951.396958
3066.000000,-4149172.773955,-4388932.583255,5780.911765,-5943.466165
3067.000000,-4143384.355750,-4394868.109220,5788.418205,-5935.525965
3068.000000,-4137588.442852,-4400795.685600,5795.912898,-5927.576380
3069.000000,-4131785.047018,-4406715.303027,5803.395834,-5919.617427
3070.000000,-4125974.180018,-4412626.952154,5810.867000,-5911.649128
3071.000000,-4120155.853633,-4418530.623654,5818.326385,-5903.671500
3072.000000,-4114330.079654,-4424426.308218,5825.773979,-5895.684564
3073.000000,-4108496.869883,-4430313.996557,5833.209770,-5887.688339
3074.000000,-4102656.236136,-4436193.679401,5840.633747,-5879.682844
3075.000000,-4096808.190237,-4442065.347501,5848.045899,-5871.668100
3076.000000,-4090952.744023,-4447928.991626,5855.446215,-5863.644125
3077.000000,-4085089.909340,-4453784.602565,5862.834683,-5855.610939
3078.000000,-4079219.698046,-4459632.171127,5870.211294,-5847.568562
3079.000000,-4073342.122011,-4465471.688140,5877.576035,-5839.517013
3080.000000,-4067457.193115,-4471303.144452,5884.928896,-5831.456312
3081.000000,-4061564.923249,-4477126.530930,5892.269866,-5823.386478
3082.000000,-4055665.324314,-4482941.838462,5899.598935,-5815.307531
3083.000000,-4049758.408223,-4488749.057952,5906.916091,-5807.219491
3084.000000,-4043844.186899,-4494548.180329,5914.221324,-5799.122377
3085.000000,-4037922.672277,-4500339.196537,5921.514623,-5791.016208
3086.000000,-4031993.876300,-4506122.097541,5928.795977,-5782.901005
3087.000000,-4026057.810925,-4511896.874328,5936.065375,-5774.776786
3088.000000,-4020114.488117,-4517663.517900,5943.322808,-5766.643573
3089.000000,-4014163.919852,-4523422.019284,5950.568265,-5758.501383
3090.000000,-4008206.118119,-4529172.369521,5957.801734,-5750.350238
3091.000000,-4002241.094913,-4534914.559677,5965.023205,-5742.190156
3092.000000,-3996268.862244,-4540648.580835,5972.232669,-5734.021157
3093.000000,-3990289.432129,-4546374.424096,5979.430114,-5725.843262
3094.000000,-3984302.816599,-4552092.080585,5986.615531,-5717.656489
3095.000000,-3978309.027691,-4557801.541443,5993.788908,-5709.460858
3096.000000,-3972308.077455,-4563502.797833,6000.950236,-5701.256390
3097.000000,-3966299.977951,-4569195.840936,6008.099504,-5693.043103
3098.000000,-3960284.741249,-4574880.661954,6015.236702,-5684.821018
3099.000000,-3954262.379429,-4580557.252109,6022.361820,-5676.590154
3100.000000,-3948232.904581,-4586225.602641,6029.474847,-5668.350532
3101.000000,-3942196.328807,-4591885.704811,6036.575774,-5660.102170
3102.000000,-3936152.664216,-4597537.549900,6043.664591,-5651.845089
3103.000000,-3930101.922929,-4603181.129208,6050.741287,-5643.579308
3104.000000,-3924044.117077,-4608816.434055,6057.805852,-5635.304848
3105.000000,-3917979.258801,-4614443.455782,6064.858277,-5627.021727
3106.000000,-3911907.360250,-4620062.185749,6071.898551,-5618.729966
3107.000000,-3905828.433586,-4625672.615334,6078.926664,-5610.429585
3108.000000,-3899742.490978,-4631274.735937,6085.942608,-5602.120603
3109.000000,-3893649.544607,-4636868.538978,6092.946371,-5593.803041
3110.000000,-3887549.606663,-4642454.015895,6099.937944,-5585.476918
3111.000000,-3881442.689345,-4648031.158149,6106.917318,-5577.142253
3112.000000,-3875328.804862,-4653599.957216,6113.884482,-5568.799068
3113.000000,-3869207.965435,-4659160.404597,6120.839427,-5560.447381
3114.000000,-3863080.183291,-4664712.491810,6127.782144,-5552.087213
3115.000000,-3856945.470669,-4670256.210392,6134.712622,-5543.718583
3116.000000,-3850803.839817,-4675791.551903,6141.630852,-5535.341511
3117.000000,-3844655.302992,-4681318.507921,6148.536825,-5526.956018
3118.000000,-3838499.872461,-4686837.070044,6155.430531,-5518.562123
3119.000000,-3832337.560500,-4692347.229890,6162.311961,-5510.159846
3120.000000,-3826168.379395,-4697848.979097,6169.181105,-5501.749207
3121.000000,-3819992.341442,-4703342.309322,6176.037953,-5493.330225
3122.000000,-3813809.458944,-4708827.212244,6182.882498,-5484.902922
3123.000000,-3807619.744216,-4714303.679560,6189.714728,-5476.467316
3124.000000,-3801423.209581,-4719771.702989,6196.534635,-5468.023428
3125.000000,-3795219.867371,-4725231.274267,6203.342210,-5459.571278
3126.000000,-3789009.729927,-4730682.385152,6210.137444,-5451.110886
3127.000000,-3782792.809600,-4736125.027423,6216.920327,-5442.642271
3128.000000,-3776569.118750,-4741559.192876,6223.690850,-5434.165453
3129.000000,-3770338.669745,-4746984.873329,6230.449004,-5425.680453
3130.000000,-3764101.474964,-4752402.060620,6237.194781,-5417.187291
3131.000000,-3757857.546794,-4757810.746606,6243.928170,-5408.685986
3132.000000,-3751606.897631,-4763210.923165,6250.649164,-5400.176559
3133.000000,-3745349.539878,-4768602.582194,6257.357753,-5391.659029
3134.000000,-3739085.485950,-4773985.715611,6264.053928,-5383.133417
3135.000000,-3732814.748270,-4779360.315353,6270.737680,-5374.599742
3136.000000,-3726537.339269,-4784726.373378,6277.409001,-5366.058025
3137.000000,-3720253.271387,-4790083.881664,6284.067882,-5357.508286
3138.000000,-3713962.557074,-4795432.832209,6290.714314,-5348.950544
3139.000000,-3707665.208785,-4800773.217029,6297.348288,-5340.384820
3140.000000,-3701361.238989,-4806105.028163,6303.969796,-5331.811134
3141.000000,-3695050.660160,-4811428.257669,6310.578829,-5323.229506
3142.000000,-3688733.484782,-4816742.897625,6317.175378,-5314.639955
3143.000000,-3682409.725347,-4822048.940128,6323.759436,-5306.042503
3144.000000,-3676079.394354,-4827346.377296,6330.330992,-5297.437169
3145.000000,-3669742.504315,-4832635.201268,6336.890039,-5288.823972
3146.000000,-3663399.067746,-4837915.404202,6343.436569,-5280.202934
3147.000000,-3657049.097173,-4843186.978277,6349.970573,-5271.574074
3148.000000,-3650692.605131,-4848449.915689,6356.492042,-5262.937413
3149.000000,-3644329.604162,-4853704.208659,6363.000969,-5254.292970
3150.000000,-3637960.106817,-4858949.849424,6369.497344,-5245.640765
3151.000000,-3631584.125657,-4864186.830243,6375.981160,-5236.980819
3152.000000,-3625201.673248,-4869415.143396,6382.452409,-5228.313152
3153.000000,-3618812.762167,-4874634.781180,6388.911082,-5219.637784
3154.000000,-3612417.404996,-4879845.735915,6395.357170,-5210.954735
3155.000000,-3606015.614329,-4885047.999941,6401.790667,-5202.264025
3156.000000,-3599607.402765,-4890241.565616,6408.211564,-5193.565675
3157.000000,-3593192.782913,-4895426.425319,6414.619852,-5184.859704
3158.000000,-3586771.767389,-4900602.571451,6421.015524,-5176.146132
3159.000000,-3580344.368817,-4905769.996432,6427.398572,-5167.424980
3160.000000,-3573910.599829,-4910928.692700,6433.768988,-5158.696268
3161.000000,-3567470.473065,-4916078.652716,6440.126764,-5149.960016
3162.000000,-3561024.001173,-4921219.868961,6446.471892,-5141.216245
3163.000000,-3554571.196810,-4926352.333934,6452.804364,-5132.464973
3164.000000,-3548112.072637,-4931476.040156,6459.124172,-5123.706222
3165.000000,-3541646.641328,-4936590.980168,6465.431310,-5114.940012
3166.000000,-3535174.915560,-4941697.146531,6471.725768,-5106.166363
3167.000000,-3528696.908020,-4946794.531825,6478.007539,-5097.385294
3168.000000,-3522212.631403,-4951883.128652,6484.276617,-5088.596827
3169.000000,-3515722.098411,-4956962.929633,6490.532992,-5079.800981
3170.000000,-3509225.321754,-4962033.927410,6496.776658,-5070.997777
3171.000000,-3502722.314148,-4967096.114645,6503.007606,-5062.187235
3172.000000,-3496213.088317,-4972149.484019,6509.225830,-5053.369374
3173.000000,-3489697.656995,-4977194.028235,6515.431322,-5044.544216
3174.000000,-3483176.032920,-4982229.740015,6521.624075,-5035.711780
3175.000000,-3476648.228839,-4987256.612102,6527.804080,-5026.872087
3176.000000,-3470114.257508,-4992274.637258,6533.971332,-5018.025156
3177.000000,-3463574.131686,-4997283.808267,6540.125822,-5009.171009
3178.000000,-3457027.864143,-5002284.117931,6546.267543,-5000.309664
3179.000000,-3450475.467655,-5007275.559074,6552.396488,-4991.441143
3180.000000,-3443916.955006,-5012258.124541,6558.512649,-4982.565466
3181.000000,-3437352.338985,-5017231.807193,6564.616021,-4973.682653
3182.000000,-3430781.632391,-5022196.599917,6570.706594,-4964.792723
3183.000000,-3424204.848028,-5027152.495615,6576.784363,-4955.895698
3184.000000,-3417621.998708,-5032099.487213,6582.849320,-4946.991598
3185.000000,-3411033.097250,-5037037.567655,6588.901458,-4938.080442
3186.000000,-3404438.156479,-5041966.729907,6594.940771,-4929.162252
3187.000000,-3397837.189229,-5046886.966953,6600.967250,-4920.237046
3188.000000,-3391230.208339,-5051798.271799,6606.980890,-4911.304846
3189.000000,-3384617.226655,-5056700.637471,6612.981684,-4902.365672
3190.000000,-3377998.257031,-5061594.057014,6618.969624,-4893.419544
3191.000000,-3371373.312328,-5066478.523496,6624.944703,-4884.466482
3192.000000,-3364742.405412,-5071354.030002,6630.906916,-4875.506506
3193.000000,-3358105.549157,-5076220.569639,6636.856255,-4866.539637
3194.000000,-3351462.756443,-5081078.135534,6642.792713,-4857.565895
3195.000000,-3344814.040159,-5085926.720835,6648.716285,-4848.585300
3196.000000,-3338159.413196,-5090766.318708,6654.626962,-4839.597873
3197.000000,-3331498.888457,-5095596.922342,6660.524740,-4830.603634
3198.000000,-3324832.478847,-5100418.524944,6666.409610,-4821.602602
3199.000000,-3318160.197280,-5105231.119742,6672.281567,-4812.594799
3200.000000,-3311482.056677,-5110034.699986,6678.140603,-4803.580244
3201.000000,-3304798.069963,-5114829.258944,6683.986714,-4794.558958
3202.000000,-3298108.250072,-5119614.789905,6689.819891,-4785.530961
3203.000000,-3291412.609943,-5124391.286178,6695.640130,-4776.496273
3204.000000,-3284711.162520,-5129158.741093,6701.447422,-4767.454915
3205.000000,-3278003.920757,-5133917.147999,6707.241763,-4758.406906
3206.000000,-3271290.897611,-5138666.500267,6713.023146,-4749.352268
3207.000000,-3264572.106046,-5143406.791287,6718.791564,-4740.291020
3208.000000,-3257847.559034,-5148138.014469,6724.547012,-4731.223182
3209.000000,-3251117.269551,-5152860.163245,6730.289483,-4722.148776
3210.000000,-3244381.250579,-5157573.231066,6736.018971,-4713.067820
3211.000000,-3237639.515109,-5162277.211402,6741.735470,-4703.980336
3212.000000,-3230892.076134,-5166972.097746,6747.438975,-4694.886344
3213.000000,-3224138.946657,-5171657.883610,6753.129477,-4685.785864
3214.000000,-3217380.139683,-5176334.562525,6758.806973,-4676.678915
3215.000000,-3210615.668227,-5181002.128045,6764.471456,-4667.565520
3216.000000,-3203845.545307,-5185660.573742,6770.122920,-4658.445697
3217.000000,-3197069.783948,-5190309.893209,6775.761359,-4649.319467
3218.000000,-3190288.397181,-5194950.080059,6781.386767,-4640.186850
3219.000000,-3183501.398041,-5199581.127927,6786.999139,-4631.047867
3220.000000,-3176708.799572,-5204203.030465,6792.598469,-4621.902538
3221.000000,-3169910.614822,-5208815.781348,6798.184750,-4612.750883
3222.000000,-3163106.856844,-5213419.374270,6803.757978,-4603.592922
3223.000000,-3156297.538697,-5218013.802946,6809.318147,-4594.428676
3224.000000,-3149482.673447,-5222599.061112,6814.865250,-4585.258165
3225.000000,-3142662.274165,-5227175.142521,6820.399283,-4576.081409
3226.000000,-3135836.353926,-5231742.040949,6825.920239,-4566.898429
3227.000000,-3129004.925812,-5236299.750193,6831.428114,-4557.709244
3228.000000,-3122168.002911,-5240848.264069,6836.922901,-4548.513875
3229.000000,-3115325.598315,-5245387.576411,6842.404596,-4539.312343
3230.000000,-3108477.725123,-5249917.681078,6847.873192,-4530.104667
3231.000000,-3101624.396437,-5254438.571946,6853.328686,-4520.890868
3232.000000,-3094765.625368,-5258950.242911,6858.771070,-4511.670965
3233.000000,-3087901.425028,-5263452.687892,6864.200340,-4502.444981
3234.000000,-3081031.808538,-5267945.900825,6869.616490,-4493.212933
3235.000000,-3074156.789022,-5272429.875669,6875.019516,-4483.974844
3236.000000,-3067276.379610,-5276904.606402,6880.409412,-4474.730733
3237.000000,-3060390.593438,-5281370.087022,6885.786172,-4465.480620
3238.000000,-3053499.443645,-5285826.311548,6891.149793,-4456.224526
3239.000000,-3046602.943378,-5290273.274018,6896.500267,-4446.962470
3240.000000,-3039701.105786,-5294710.968492,6901.837592,-4437.694474
3241.000000,-3032793.944025,-5299139.389049,6907.161761,-4428.420557
3242.000000,-3025881.471256,-5303558.529789,6912.472769,-4419.140740
3243.000000,-3018963.700644,-5307968.384831,6917.770612,-4409.855042
3244.000000,-3012040.645360,-5312368.948317,6923.055284,-4400.563485
3245.000000,-3005112.318579,-5316760.214405,6928.326781,-4391.266088
3246.000000,-2998178.733480,-5321142.177277,6933.585098,-4381.962872
3247.000000,-2991239.903250,-5325514.831134,6938.830230,-4372.653857
3248.000000,-2984295.841078,-5329878.170196,6944.062172,-4363.339062
3249.000000,-2977346.560159,-5334232.188706,6949.280919,-4354.018510
3250.000000,-2970392.073692,-5338576.880924,6954.486467,-4344.692218
3251.000000,-2963432.394881,-5342912.241133,6959.678811,-4335.360209
3252.000000,-2956467.536935,-5347238.263634,6964.857946,-4326.022501
3253.000000,-2949497.513067,-5351554.942750,6970.023868,-4316.679116
3254.000000,-2942522.336495,-5355862.272823,6975.176572,-4307.330073
3255.000000,-2935542.020441,-5360160.248217,6980.316053,-4297.975393
3256.000000,-2928556.578133,-5364448.863313,6985.442308,-4288.615096
3257.000000,-2921566.022803,-5368728.112516,6990.555331,-4279.249203
3258.000000,-2914570.367685,-5372997.990248,6995.655118,-4269.877732
3259.000000,-2907569.626021,-5377258.490954,7000.741664,-4260.500705
3260.000000,-2900563.811055,-5381509.609096,7005.814966,-4251.118142
3261.000000,-2893552.936036,-5385751.339160,7010.875019,-4241.730064
3262.000000,-2886537.014218,-5389983.675649,7015.921818,-4232.336489
3263.000000,-2879516.058858,-5394206.613087,7020.955359,-4222.937439
3264.000000,-2872490.083219,-5398420.146020,7025.975639,-4213.532933
3265.000000,-2865459.100567,-5402624.269012,7030.982652,-4204.122992
3266.000000,-2858423.124172,-5406818.976648,7035.976395,-4194.707636
3267.000000,-2851382.167308,-5411004.263534,7040.956864,-4185.286886
3268.000000,-2844336.243255,-5415180.124295,7045.924053,-4175.860761
3269.000000,-2837285.365294,-5419346.553576,7050.877961,-4166.429281
3270.000000,-2830229.546713,-5423503.546043,7055.818581,-4156.992467
3271.000000,-2823168.800803,-5427651.096383,7060.745910,-4147.550340
3272.000000,-2816103.140858,-5431789.199301,7065.659945,-4138.102918
3273.000000,-2809032.580177,-5435917.849523,7070.560681,-4128.650223
3274.000000,-2801957.132062,-5440037.041797,7075.448115,-4119.192274
3275.000000,-2794876.809821,-5444146.770888,7080.322242,-4109.729091
3276.000000,-2787791.626762,-5448247.031584,7085.183058,-4100.260696
3277.000000,-2780701.596202,-5452337.818692,7090.030561,-4090.787107
3278.000000,-2773606.731457,-5456419.127037,7094.864745,-4081.308346
3279.000000,-2766507.045849,-5460490.951469,7099.685608,-4071.824432
3280.000000,-2759402.552704,-5464553.286854,7104.493145,-4062.335385
3281.000000,-2752293.265350,-5468606.128080,7109.287354,-4052.841226
3282.000000,-2745179.197120,-5472649.470054,7114.068229,-4043.341974
3283.000000,-2738060.361352,-5476683.307704,7118.835769,-4033.837650
3284.000000,-2730936.771383,-5480707.635979,7123.589968,-4024.328274
3285.000000,-2723808.440559,-5484722.449845,7128.330824,-4014.813867
3286.000000,-2716675.382225,-5488727.744292,7133.058334,-4005.294447
3287.000000,-2709537.609733,-5492723.514328,7137.772492,-3995.770036
3288.000000,-2702395.136436,-5496709.754981,7142.473297,-3986.240653
3289.000000,-2695247.975691,-5500686.461299,7147.160745,-3976.706318
3290.000000,-2688096.140859,-5504653.628352,7151.834832,-3967.167052
3291.000000,-2680939.645304,-5508611.251227,7156.495555,-3957.622875
3292.000000,-2673778.502394,-5512559.325034,7161.142910,-3948.073807
3293.000000,-2666612.725498,-5516497.844901,7165.776896,-3938.519867
3294.000000,-2659442.327991,-5520426.805978,7170.397507,-3928.961077
3295.000000,-2652267.323250,-5524346.203434,7175.004741,-3919.397456
3296.000000,-2645087.724655,-5528256.032457,7179.598595,-3909.829023
3297.000000,-2637903.545589,-5532156.288257,7184.179066,-3900.255800
3298.000000,-2630714.799438,-5536046.966063,7188.746150,-3890.677806
3299.000000,-2623521.499593,-5539928.061124,7193.299845,-3881.095061
3300.000000,-2616323.659446,-5543799.568710,7197.840147,-3871.507586
3301.000000,-2609121.292392,-5547661.484111,7202.367054,-3861.915400
3302.000000,-2601914.411829,-5551513.802634,7206.880562,-3852.318524
3303.000000,-2594703.031161,-5555356.519611,7211.380669,-3842.716977
3304.000000,-2587487.163790,-5559189.630390,7215.867371,-3833.110779
3305.000000,-2580266.823125,-5563013.130342,7220.340665,-3823.499951
3306.000000,-2573042.022575,-5566827.014855,7224.800550,-3813.884513
3307.000000,-2565812.775553,-5570631.279339,7229.247022,-3804.264484
3308.000000,-2558579.095476,-5574425.919224,7233.680078,-3794.639885
3309.000000,-2551340.995761,-5578210.929959,7238.099715,-3785.010735
3310.000000,-2544098.489830,-5581986.307014,7242.505931,-3775.377055
3311.000000,-2536851.591106,-5585752.045878,7246.898723,-3765.738865
3312.000000,-2529600.313017,-5589508.142062,7251.278089,-3756.096184
3313.000000,-2522344.668992,-5593254.591094,7255.644025,-3746.449032
3314.000000,-2515084.672462,-5596991.388524,7259.996530,-3736.797430
3315.000000,-2507820.336862,-5600718.529922,7264.335600,-3727.141398
3316.000000,-2500551.675628,-5604436.010876,7268.661234,-3717.480955
3317.000000,-2493278.702200,-5608143.826997,7272.973428,-3707.816121
3318.000000,-2486001.430019,-5611841.973914,7277.272180,-3698.146917
3319.000000,-2478719.872531,-5615530.447276,7281.557488,-3688.473362
3320.000000,-2471434.043181,-5619209.242752,7285.829350,-3678.795476
3321.000000,-2464143.955419,-5622878.356031,7290.087762,-3669.113279
3322.000000,-2456849.622696,-5626537.782822,7294.332723,-3659.426792
3323.000000,-2449551.058465,-5630187.518855,7298.564231,-3649.736033
3324.000000,-2442248.276183,-5633827.559879,7302.782282,-3640.041023
3325.000000,-2434941.289307,-5637457.901661,7306.986876,-3630.341782
3326.000000,-2427630.111299,-5641078.539991,7311.178009,-3620.638330
3327.000000,-2420314.755619,-5644689.470678,7315.355679,-3610.930687
3328.000000,-2412995.235734,-5648290.689550,7319.519885,-3601.218872
3329.000000,-2405671.565109,-5651882.192454,7323.670624,-3591.502905
3330.000000,-2398343.757215,-5655463.975261,7327.807895,-3581.782806
3331.000000,-2391011.825520,-5659036.033856,7331.931694,-3572.058596
3332.000000,-2383675.783499,-5662598.364150,7336.042021,-3562.330293
3333.000000,-2376335.644627,-5666150.962069,7340.138873,-3552.597919
3334.000000,-2368991.422379,-5669693.823560,7344.222248,-3542.861492
3335.000000,-2361643.130236,-5673226.944592,7348.292144,-3533.121032
3336.000000,-2354290.781676,-5676750.321152,7352.348559,-3523.376560
3337.000000,-2346934.390184,-5680263.949247,7356.391492,-3513.628095
3338.000000,-2339573.969243,-5683767.824904,7360.420941,-3503.875657
3339.000000,-2332209.532339,-5687261.944169,7364.436904,-3494.119265
3340.000000,-2324841.092961,-5690746.303109,7368.439379,-3484.358940
3341.000000,-2317468.664597,-5694220.897811,7372.428364,-3474.594702
3342.000000,-2310092.260739,-5697685.724380,7376.403858,-3464.826569
3343.000000,-2302711.894881,-5701140.778943,7380.365859,-3455.054563
3344.000000,-2295327.580515,-5704586.057645,7384.314365,-3445.278702
3345.000000,-2287939.331140,-5708021.556651,7388.249375,-3435.499007
3346.000000,-2280547.160252,-5711447.272147,7392.170888,-3425.715496
3347.000000,-2273151.081351,-5714863.200338,7396.078901,-3415.928191
3348.000000,-2265751.107937,-5718269.337449,7399.973414,-3406.137110
3349.000000,-2258347.253514,-5721665.679723,7403.854424,-3396.342274
3350.000000,-2250939.531584,-5725052.223425,7407.721930,-3386.543702
3351.000000,-2243527.955653,-5728428.964839,7411.575931,-3376.741414
3352.000000,-2236112.539227,-5731795.900268,7415.416426,-3366.935429
3353.000000,-2228693.295814,-5735153.026035,7419.243413,-3357.125768
3354.000000,-2221270.238924,-5738500.338485,7423.056890,-3347.312449
3355.000000,-2213843.382067,-5741837.833978,7426.856857,-3337.495493
3356.000000,-2206412.738755,-5745165.508897,7430.643312,-3327.674920
3357.000000,-2198978.322500,-5748483.359645,7434.416255,-3317.850748
3358.000000,-2191540.146818,-5751791.382643,7438.175683,-3308.022998
3359.000000,-2184098.225223,-5755089.574332,7441.921595,-3298.191689
3360.000000,-2176652.571231,-5758377.931174,7445.653991,-3288.356841
3361.000000,-2169203.198362,-5761656.449648,7449.372870,-3278.518474
3362.000000,-2161750.120132,-5764925.126254,7453.078229,-3268.676607
3363.000000,-2154293.350063,-5768183.957514,7456.770069,-3258.831259
3364.000000,-2146832.901674,-5771432.939965,7460.448388,-3248.982451
3365.000000,-2139368.788489,-5774672.070168,7464.113186,-3239.130202
3366.000000,-2131901.024028,-5777901.344700,7467.764460,-3229.274532
3367.000000,-2124429.621817,-5781120.760160,7471.402211,-3219.415460
3368.000000,-2116954.595379,-5784330.313165,7475.026438,-3209.553005
3369.000000,-2109475.958240,-5787530.000353,7478.637139,-3199.687188
3370.000000,-2101993.723926,-5790719.818381,7482.234314,-3189.818028
3371.000000,-2094507.905965,-5793899.763924,7485.817961,-3179.945544
3372.000000,-2087018.517884,-5797069.833680,7489.388081,-3170.069756
3373.000000,-2079525.573212,-5800230.024363,7492.944672,-3160.190683
3374.000000,-2072029.085478,-5803380.332708,7496.487734,-3150.308345
3375.000000,-2064529.068212,-5806520.755471,7500.017266,-3140.422762
3376.000000,-2057025.534945,-5809651.289424,7503.533267,-3130.533953
3377.000000,-2049518.499208,-5812771.931361,7507.035737,-3120.641937
3378.000000,-2042007.974533,-5815882.678096,7510.524675,-3110.746735
3379.000000,-2034493.974452,-5818983.526460,7514.000081,-3100.848364
3380.000000,-2026976.512499,-5822074.473306,7517.461953,-3090.946846
3381.000000,-2019455.602207,-5825155.515505,7520.910292,-3081.042199
3382.000000,-2011931.257109,-5828226.649948,7524.345097,-3071.134443
3383.000000,-2004403.490741,-5831287.873545,7527.766368,-3061.223597
3384.000000,-1996872.316638,-5834339.183225,7531.174104,-3051.309680
3385.000000,-1989337.748333,-5837380.575938,7534.568304,-3041.392713
3386.000000,-1981799.799364,-5840412.048653,7537.948969,-3031.472714
3387.000000,-1974258.483265,-5843433.598356,7541.316098,-3021.549703
3388.000000,-1966713.813574,-5846445.222056,7544.669691,-3011.623700
3389.000000,-1959165.803826,-5849446.916778,7548.009748,-3001.694723
3390.000000,-1951614.467559,-5852438.679570,7551.336267,-2991.762792
3391.000000,-1944059.818309,-5855420.507496,7554.649250,-2981.827926
3392.000000,-1936501.869614,-5858392.397641,7557.948695,-2971.890145
3393.000000,-1928940.635011,-5861354.347109,7561.234603,-2961.949468
